Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
bl08084	smelling			the|bottle			Lady Caroline|to her own delicate				86 LITTLE MISS C0LAVYN .	' Very impulsive and undisciplined , ' said Lady Caroline to herself , as she leaned back and held the smelling - bottle to her own delicate nose .	' I am glad I have got her out of the house so soon .
bl08084	smelling	salts					Lady Caroline|her				Janetta was kneeling by the side of the lady — kneeling in the dust , Avithout any regard to the freshness of her cotton frock , by the Avay — and had already placed her in the right position , and was ordering the half - dozen people Avho had collected to stand back and give her air .	Lady Caroline Avatched her movements and gestures AA ' ith placid amusement , and AA - ent so far as to send Steel with the offer of her smelling - salts ; but as this offer was rejected she felt that nothing else could be done .	So she sat and looked on critically .
bl08086	fragrant|fragrant	bouquet	peculiarly fragrant|fragrant								Well , though you never did , ' The Legacy ' ran into its forty - seventh thousand : there were eightyseven eightyseven foolscap pages of manuscript , it took me nearly a week to write , and I invested the proceeds in this suit of dittoes , three flannel shirts , and a billycock hat .	The Laureate couldn ' t have written ' The Legacy ' if he ' d tried , while as for Tennysonian Tennysonian sonnets , I ' d do one in ten minutes with a Walker ' s Rhyming Dictionary , every bit equal to the real article — body , crust , flavour , peculiarly fragrant bouquet , and all .	Jardyne ' s Wife .
bl08086	smelling|odours	of camphor and tobacco	curious mixed				Pottinger	only on Saturdays			on the Saturday that ended the week of Rupert ' s installation installation in Kensington , Mr .	Pottinger sat down to his work , shaven , brushed , and clothed in his poor best — an old - fashioned broadcloth suit lustrous with age , and smelling of the curious mixed odours of camphor and tobacco , his we may call them , worn only on Saturdays .	At his right hand there lay on his table a pile of newspapers ; at his left stood a large teapot , Jardyne s Wife .
bl08086	whiff	of Redeholme air									The old man addressed him in his usual familiar and friendly tones .	I wish I were a - gwine with ' ee , Master Ru , I be a - longing for a whiff of Redeholme air ; but I dursn ' t leave the old un , bein ' , in a sort of way , his legs and arms , don ' t you see .	I feels a kind of likin ' and respect for the old un , Master Ru — just that sort of way I used to feel towards my backers when they stuck to me — for the old un ain ' t a bad sort , though VOL .
bl08086	sniffing						nice young men and women				And old women , also eating bread and cheese , ensconced in niches of books , sat , as before , listlessly making palimpsests , to all appearance , criss - crossing in red ink their manuscripts , already twice written in black .	And nice young men and women , sniffing and Exit Dives .	215 you .
bl08086	sniff	of the country air									And I said Sir Hamo , as the train steamed away , bring down your friend Mr .	Pottinger for a sniff of the country air .	It doesn ' t matter what he Dr .
bl08086	scent	you	wrong					this			161 if so be as how you ' re really soft on her , bein ' the honest chap you are , I think , sir , I wouldn ' t force the fightin ' , but I ' d just do a bit of easy sparrin ' and hold off until the old un ' s took .	He ain ' t long for this world , ain ' t the old un , Master I know you mean well , said Rupert Davenant — & # 34 ; you ' re an old and faithful friend — but you ' re on the wrong scent this time , George Cronk ; and I ' d have you remember , Cronk , that I can ' t allow even you to couple my name with that of another man ' s Lor , Master Rupert , you du make me laugh , you du ; ' cos why , you just remind me of the young chaps as feyther and I used to meet , with a hare up their back , or a pheasant inside their weskits .	Haw — haw — haw ! They looked just as innocent Cronk as Cassandra .
bl08086	smell	a rat					he				vengeance .	That pompous ass Swansdown is no fool — he is bound to smell a rat .	Or take it they have got luck ; then , if they marry , Kavanagh is bound to act , and Mother Church will swoop down and strip them of every farthing .
bl08086	scent				of wild flowers	in the heart of a smoke - laden city					By Miss May Crommelin , Author of Goblin Men ' s and Mrs .	& amp ; c , & amp ; c From the Evening News and Post : There are some books the reading of which is like the scent of wild flowers in the heart of a smoke - laden city .	They breathe of the wide fields , they are redolent of the honeysuckle , and they conjure up the songs of birds in the summer woods .
bl08086	smell	of ' said Pottinger					I				' Certainly .	I like the smell of ' said Pottinger , lighting up .	Air .
bl08087	scent						he				Meanwhile , Smith , left alone with the excise officer , took the accusation laid against him in the coolest possible manner , merely saying in answer , It was a poor state of things that he could not come to see his young woman without being followed and watched by a parcel of lazy , idle fellows who had to show themselves themselves over - officious to enable them to earn the King ' s The exciseman , nettled at the tone and words of Smith , ordered him to hold his tongue and to be civil and candid in his answers to his questions .	said he , got scent to - day of your coming from Cove .	You were seen to enter Auld Lachie ' s house late last night and to leave the creek early this morning .
bl08087	scent	of wild brier	sweet	the air							TALES OF THE GARELOCH .	85 The feet of the pilgrims , if we might be allowed to call them so , trod nearly at every step on the wild daisy and the violet , and the air was heavily laden with the sweet scent of wild brier .	Nature seemed to rejoice on that Sabbath morning , and seemed to bless with its richness the eager throng which journeyed along .
bl08088	breath		chill							that had checked and silenced the fresh impulses of her youth	Her aunt ' s presence had created for her always an atmosphere of dreariness and constraint .	Only at Schlossberg Schlossberg had she been altogether free from it ; Schlossberg lay apart and sacred from that chill breath that had checked and silenced the fresh impulses of her youth ; she had felt that her aunt ' s presence would desecrate that separate spot also , would strew it with the gray ashes that seemed to lie upon all her previous years .	Hardly could Mr .
bl08088	scent	of roses	faint			about Madame von Waldorf ' s possessions	him|he	now			A pretty trinket , he decided , and of value , doubtless , though he knew little about such things .	The faint scent of roses that clung about Madame von Waldorf ' s possessions greeted him now ; but he perceived perceived it for once without offence .	The perfume , the necklace , seemed to him a rich suggestion of three hundred a year hanging , possibly hanging , should he care to grasp it , within his reach .
bl08088	perfume						him				The faint scent of roses that clung about Madame von Waldorf ' s possessions greeted him now ; but he perceived perceived it for once without offence .	The perfume , the necklace , seemed to him a rich suggestion of three hundred a year hanging , possibly hanging , should he care to grasp it , within his reach .	He replaced the necklace , necklace , retied the ribbon , and set himself to consider seriously .
bl08088	scent	of roses	lingering								It was only a volume of Walter Scott ; the vicarage bookcases offered nothing newer — hardly anything else — in fiction ; but in truth , Elisabeth , who loved a story no less now than three years ago , loved no writer of stories better than Walter Scott .	She became so absorbed , indeed , that she A PIOUS PILGRLMAGE 245 a little , as though to shake off any lingering scent of roses that might cling to it .	Then © © he read it in silence , and in silence meditated on it for a moment .
bl08088	scent	of the primroses	fresh								The clock ticked in the hall , the silence brooded .	There seemed nothing quite alive but the crackling flames and the fresh scent of the primroses .	Presently Elisabeth came back .
bl08088	smell	of the cheap petroleum	harsh			the supper - table					He merely saw that it suited her ; that although she was naturally pale , she looked well in white .	Not even the crude light of the unshaded petroleum lamp ( the harsh smell of the cheap petroleum pervaded the supper - table ) could destroy the tender youthful tints of her complexion , and the soft colour of her brown hair and eyes .	From Elisabeth , Gordon directed his glance to Dulcie Fawcett , who sat facing him ; and in this clearer light he found her at once prettier and less pleasing than she had appeared to him in the firelit parlour .
bl08088	scent	of bursting buds|floAvers		the air		Even in London					It was one of those charming English © © spring days spared by the east wind , that in their temperate sunshine , their sweet and youth - reneAving breath , suggest , perhaps , as near an approach to Eden as this muchbattered muchbattered Avorld affords .	Even in London the air seemed full of the twitter of birds , the scent of bursting buds and floAvers ; the sky was blue above the house - tops , the morning sun shone fresh and warm on the dingy bricks .	Elisabeth , standing on the sooty INTRODUCES DULCIE 169 of that early lapse that had threatened to break Robert Holland ' s life in two ; it was he , in fact , who lent the money that had helped to rescue the young man from the hideous dilemma in which he had placed himself .
bl08088	perfume	her furs|her velvet|her	vague								He looked at her with the air of gravity that seldom relaxed relaxed in her presence .	He disapproved of her — of her sweet blooming health and serenity , of her furs and her velvet and the vague perfume that floated about her ; they all expressed that prosperity in which he had no share .	He did not even look at little Ida , who had come with her mother , and who , perched on a table with a large piece of cake that the excellent Frau Werner had hastened to draw forth from some cupboard , contemplated her uncle with a child ' s wideeyed , wideeyed , deliberate stare .
bl08089	smell|stink		sweet								.	Instead of sweet smell there shall be stink , and there shall be burning instead of said the prophet .	' And they came away .
bl08089	smell	of the viands									The ivy trailing about the table - cloth , the lights in the tall candlesticks , candlesticks , and the bunches of flowers , were transmuted transmuted into the ivies of the cliff - built Castle , the tufts of seaweed , and the lighthouses on the isle .	The salt airs of the ocean killed the smell of the viands , and instead of the clatter of voices came the monologue of the tide off the Beal .	More than all , Nichola Pine - Avon lost the blooming radiance which she had latterly acquired acquired ; she became a woman of his acquaintance with no distinctive traits ; she seemed to grow material , a superficies of flesh and bone merely , a person of lines and surfaces ; she was a language in living cipher no more .
bl08089	aroma	whom									The level line of the sea horizon rose above the surface of the isle , a ruffled patch in middistance middistance as usual marking the Race , whence many a Lycidas had gone ' Visiting the bottom of the monstrous world but had not been blest with a poet as a friend .	Against the stretch of water , where a school of mackerel twinkled in the afternoon light , was defined , in addition to the distant lighthouse , a 119 THE WELL - BELOVED so sadly in contrast with her sainted mother ' s affection — a man twenty years older than his bride could expect no better , and he would be well content to put up with it in the pleasure of possessing one in whom seemed to linger as an aroma all the charm of his youth and his early home .	323 A SKETCH OF A TEMPERAMENT a distracted mental and bodily condition , had thrown Pierston into the chill and fever which held him swaying for weeks between life and death shortly after his return to town .
bl08089	scented	He			a						How much did she mean by the words ' some money ? ' The Junonian quality of her form and manner made him throw himself by an impulse into harmony with her , and he responded regally .	He scented a romance .	He handed her five pounds .
bl08090	scent	Wild flowers|of flowers		on the air		in the					M WILL now follow the band of Red tj5 Revolver Rangers who went under their new lieutenant , Ethan Fontaine , into Mexico .	Wild flowers covered the banks near , birds sang in the trees , tbe scent of flowers floated on the air , and the cozy cabin home , with its tiny piazza , lo ked to be the abode of love and happiness .	It was a cabin of three rooms , and the eye of the visitor would have been startled at the scene that met one ' s gaze within , for a velvety carpet covered the floor , the windows were hung with silk curtains , the furniture was graceful and luxurious , and there were costly br scattered about in profusion .
bl08090	fragrant|fragrant	cigar	fragrant fragrant|fragrant								your robbers of New Mexico , from what I hear of stated that he came West on a special mission , but what that was , the passenger did not say .	The stranger look out a well - filled pocket - book pocket - book to pay for his meal , lighted a fragrant fragrant cigar and handed one to Ned , and then mounted the box again , and the coach rolled on , six fresh horses having replaced the tired ones .	The traveller seemed much interested in the country and its people , and asked many questions about the dwellers in that remote land , suddenly making the query : Do you know a man here by the name of Tyler Tatnal , heard of bim ; but maybe some one at the fort can tell you , for he might be a Going to remain long F I may go back with you , or I may , as I said , die I shall start back in two I will be ready any time , if I am Ned Nordeck did not like the stress the stranger put upon the possibility of his dying out West ; it seemed to smack of trouble .
bl08090	fragrant|fragrant		fragrant|fragrant								' ' He don ' t hang out here , as I told We shall see , for , though I booked with you to Taos , I expect to meet him somewhere upon the road between here and the Advancing to the heads of the leaders , he called out : Do not be alarmed Ned Nordeck , that you may lose your gold or freight , for I am no trail thief .	My business business is with that Ned Nordeck glanced toward his passenger , passenger , who was smoking one of his fragrant , and taking ir , from his lips , asl i & gt ; rather than asked : You are Tyler Tatnal And vou aie Doctor Edgar Drayton I Ned Nordeek looked at the passenger iciously .	Could it be that this finelooking finelooking gentleman was a road - agent in disguise ? Were you ever out West before Ned asked .
bl08090	fragrant|fragrant	tobacco - smoke tobacco - smoke	fragrant|fragrant								He slouched into the room , but the following instant stopped and dived his hand into the box .	He had been taking his ease , for the chamber was well filled with fragrant tobacco - smoke tobacco - smoke and a half - smoked cigar still claimed a place between his thumb and finger .	We have said that he was older than the first person briefly described .
bl08090	smell	Your									Oh , I don ' t know ; give him time .	It ' s raining , isn ' t it ? Your clothes smell Yes , it ' s been at it for an You came in a cab , then Had to , or get wet , you That ' s right .	Jupiter will probably do the You can go over yonder and dry your • Guess I and Spiders watched the man slouch across the room and draw a chair up to the fire - place .
bl08090	smells		fetid			the place					It was the last floor of the Coop — the one next the sky , as it were , and he found it dark .	Here and there were lights above a transom , but for the most part the place was dark , with many shadows and fetid smells .	She .
bl08090	odour		- ful				he				Tarsus , the owner of the famous gems , after disposing ot enough of them to supply liis future wants , handed the rest over to Coral , as her wedding dowry , on her marriage marriage with Roger Bex .	They are yours , said Tarsus , ' and may they bring you more happiness ; han they brought had lately left , iu which he found a cheer - ful odour of warmth , and dropped into the velveted chair .	Starting up he went to a certain part of the room and touched a concealed button in the wall .
bl08090	scent		right				You				' ' There was a crease between the two divisions , divisions , evidently formed by folding the parchment parchment into a smaller compass for carrying or hiding , and Luther shut the two parts together , together , peering through the holes by the dim light , exclaiming : ahi Each hole exactly covers a printed of whieh Old Nick himself couldn ' t form a clue nor anything that even begins to look or read like grimly laughed the old lawyer .	You ' ve not hit off the right scent yet , young fellow .	I made sure of so much , ages It looks like what , in chess , they call the indeed , but I know one still igh as his dark eyes toward that little tent .
bl08090	smell		durned				He				He could catch an occasional oath as an incautious step resulted in trip or stumble or barked shin .	He could hear one rascal call to a mate , and distinctly noted each word nt the disgusted answer : Not a durned smell , nur we never will , up this way ! The p ' izen critter tuck t ' other way — made a shoot ser the level , an ' he ' s many a long mile out o ' this , or I ' m a liar ie , but I ' m bettin ag ' inst it .	We ' ll smoke him out yet When the stars fall ' Make ' em all think your way , pardener , an ' I ' ll loan ye a rumbrillfer to Keep the pate o ' ye sound while the shower lasts ly chuckled Silver - tip Sid as he noted the groe , He had comparatively little trouble in keeping his prisoner still after the first few seconds .
bl08090	smell						s				Big money , the boss says , but jest what .	s couldn ' t never smell out cluss ' nOBgl to onderstand the hull thing .	1 know we was to ketcb a man — we did ketch him , HALF OF A STRANGE SECRET , 37 whose company she had ridden that night from the camp beside the mountain run .
bl08090	scent						we				a stumpy forefinger forefinger calling attention to those black - edged perforations .	And even if the jour , g id iota do turn stubborn and refuse to squeal — what matter Haven ' t we got fast hold of the bonanza as long as we keep these papers t Even with out his or their aid , we can strike the right scent and nnearta the golden trea a — you have the mate , all safe w ventured to ask , after his merry triumph had had time to exhaust a prime schemer , .	rt and a black frownas his redly - isbfted to face , ain ' t I ? Well — alone could make ■ grip on this bit of paper he added , w ugly laugh as he produced produced icing it side by aide with the one drawn on parchment .
bl08090	smell	the rat					you				Solander .	Can ' t you smell the rat ? He \ clean lost his wits over that silly doll ' s - face I He ' s working the wires in hopes of marrying the girl himself Calvin Solander opened his lips to retort , but Prince Lucifer laid a swift palm across them , enforcing silence by his dark frown .	Then , like one who was bound to carry his own plans to the end , regardless of all whom they might affect , he said : It ' s too late in the day to even think of changing the line laid out for all hands to follow .
bl08090	smell|sniff	it	fragrant|eager	The water			Silver - tip '				Only when Silver - tip Sid gave a tremendous tremendous cough to announce his coming , did the lovers remember where they were and what they had been expected to perform .	The water was boiling furiously , but it gave out no fragrant smell in answer to Silver - tip ' s eager sniff ; and this fact may have lent his face a deeper look of dejection though his words would seem sufficient to account for that lack of elation .	the revised laughed Una , but with her lovely face turning a shade paler as her eyes met those of Mark Bywater .
bl08090	scented	body					Several				Back be went , the way he had come , and returning to the spot where ho bad lassoed the renegade , he found the body ly ing just as he had left it , the horse fee - ding noa , ' .	Several wolves that had scented fbo body weio already skulking about , bub fled at the return of the scout .	CHAPTER XXIII .
bl08090	odour	of burning gasoline					Mowrey				The sounds of patting hands , shuffling feet , and jocular remarks filled the room , though clearly and distinctly distinctly above them rose the musical tumtum tumtum the wonderfully clear - toned instrument .	In the midst of it all there was a sudden sudden cry , and then came a confusion that almost instantly ripened into a paua cry of Fire arose , and at the same time a wave of flame shot up with a great roar , and Mowrey , now as cool as could i distinguish the odour of burning gasoline .	■ • W - w - what are they shouting about ? he stuttered to his neighbour .
bl08090	scent		sure				one				I ' ll see you again this evening .	It ' s a trip one don ' t want to take unless on a sure scent .	And if he is really dead there is a question whether we would fare better on the same CHAPTER XY .
bl08090	prance|smell					at that burro	we				39 go ! Et ' s even up tney never kim ' muttered Bedrock .	Ef they turn in on the trail fur Jed ' s , reckon we ' ll hev ' ter git up an ' prance , er we won ' t git a smell at that burro an ' bis backload ov outfit .	They ' ll be sharp ernough ter gobble ' em , whichever way they find ther cat hez Better settle it here and snarled Travers , in a hard , but compressed tone .
bl08090	smelling	it				down	I|the cattle	now			If there is such a gang here , they can ' t live on air .	It ' s a sure thing there ' s water down here somewhere , and I wouldn ' t wonder if the cattle were smelling it now .	Hold hard , all of you , or there may be a There was more danger of the thing which Travers suggested than Marion had yet noticed , though she knew the animal on which she rode had become strangely restless , and that she had been instinctively tugging at the reins .
bl08090	scent	of the cache					Bob				In the other hand was a bowde knife .	Bob was hot on the scent of the cache , , and was willing to promise the earth to win the treasure they had been vaudy looking for .	He kept his men in clrc - ek os few could have done , under the circumstances , circumstances , but the pistol in his uninjured uninjured hand was covering Saul , and it seemed as though when he once made up his mind that the end was at hand , the two pards must drop .
bl08090	scenting						he	at that moment			Hi Edwards and the men he had brought with him were all stationed without without hearing distance , and before those who were near it seemed safe to speak frankly .	Who are you ? ' he asked , barely scenting at that moment a mystery with which the reader has all along been acquainted .	acquainted .
bl08090	scent		false				They|me				Tharks to the warning given me by the girl , though , I succeeded in escaping from the trap which they laid f c r me .	They are anxious to get me off on a false scent , and so they threw out that suggestion that Bub Thompson had something something to do with the matter .	But I don ' t think there is a bit of truth in the surmise .
bl08090	smelt	of the contents					The sport				Then O ' Toole passed the flask through the grating .	The sport removed the cork and smelt of the contents .	Aha I this has the perfume of the real old he exclaimed .
bl08090	fragrant|fragrant	weed	fragrant|fragrant								he answered , forcing an unhappy smile to bis face , was on ! y g with you .	I could not help thinking thinking how queer it was that you should to come here and — Have a cigar , iy He passed over a fragrant weed , and the grim face before him relaxed .	Tommy smiled , and he accepted the cigar .
bl08090	fragrant|fragrant	weeds	fragrant|fragrant								Exhilarated , he made a sudden turn to the closet where he kept his — or Call ' s — cigars .	The box was empty ; lie had 1 the fragrant weeds to the last .	I will send Bildad out fui more , Send him ? Why not go my - ' I ' m free — free ! Yes , I ' ll go to the nearest store aud S ' led for myself .
bl08090	odour		tempting|-				the nostrils of the scout|he				With his rifle ready for uae the Surgeon Scout began a thorough search of the ground , i The general ' s trail he followed rcadUy , and there , on the hill - side he discovered the trail of | the strange girl ' s horse , where she had ridden Then the men crouched abont it and began to boil coffee and broil venison steaka upon the coala .	The tempting , - odour reached the nostrils of the scout , and he hud to confess that he never was so hungry in hia life , just because he was debarred from joining in the meal .	He knew that he would be instantly put to death , if discovered , and though he might carry company with him into the great ha THE FOILED DESERTER .
bl08092	smelt|scent	of coarse tobacco|of cheap wine	sour			The place					My new acquaintance came down the stairs to meet me , and ushered the way into a long room , ill - lighted by a pair of windows at one end .	The place smelt of coarse tobacco , mingled with the sour scent of cheap wine .	The man called Gaspard followed us .
bl08092	stink	pots|vermin	regular			them French prisons					They stepped in here ; and the one told the other , because they were friends , it seems ; and him who knew the tale warned t ' other of going back to his lodgings .	Lord , sir , what ' s to do ? When we shows our faces at an inn , they ' ll 65 F 66 THE ADVENTURES haul us into prison , and I ' ve heard tell that them French prisons is regular stink - pots , full of vermin .	And they give you to your food naught but soup , which is warm water wrung from greasy dish - clouts .
bl08092	scent	It					I				Fellows , and the question is how to nose my way there .	It ' s not scent I ' m wanting in ; but the passage is closed , the run is blocked , and it will take time and patience to find the opening and clear the M .	Le Fort watched me with his shrewd and worldly eye , as I remained long silent .
bl08092	odour		good								The fact is , what I want in the way of service is advice , and I hoped to find it from a fellow - countryman who knows the ways of I know the ways of said M .	Dupont , smiling , though I have not the 95 OF A GOLDSMITH honour to be your compatriot , sir , I am the partner of one , and you may find me able to give you any information your circumstances are not in good odour just said I , we compatriots , eh , M .	Dupont ? The banker shrugged his shoulders , and opened the palms of his hands .
bl08092	odour		good				your				said M .	Dupont seriously , you spoke just now of your compatriots as being in other than good odour .	I will not beat about the 97 H OF A GOLDSMITH bush .
bl08092	odour	You	extremely bad								I will not beat about the 97 H OF A GOLDSMITH bush .	You are all in extremely bad odour in consequence of the intrigues — or say , the action of your Government .	No one at present sees the end of this movement .
bl08092	scent						I|his	once			& # 34 ; He ' ll not persuade ! That is not his cried the chevalier ; he ' ll hunt her down like prey .	The fury of his zeal will eat him up , and drive him on the track of the lost sheep , when once I have laid his nose to the scent .	I knowr the nature of the man , as well as of the marquise herself , who will hear the tale among her gossips at the first breath of it .
bl08092	scent						his				We are here , under the eyes of the First Consul , Avho suspects us , clogs us Avith spies , and yet cannot move a singer , because all Paris declares that a royalist plot is a mere fabric of his imagination , or his cunning , devised to increase his prestige , and , on a Avave of popular sympathy , to surmount the last barrier , and carry him to the throne .	Thanks to our precautions , he can prove nothing , and his authorized agent Real , and his unauthorized agent Fouch & lt ; 5 , are both baffled and entirely off the scent .	They Avatch the coast , Avhile we are moving comte de Polignac , do you move asked the marquise impatiently .
bl08092	perfume	The flower									The man who had urged fratricide upon Egalite , had still a fibre of natural affection alive in his heart ; a lingering reverence for his own flesh and blood .	But , Marguerite ! Ah ! let me not here expound thy dear attractions , Marguerite ! The flower that spreads perfume on a dung heap , is not more pure than thou wert , Avho lived so fair a life amidst unblushing sin .	And if thine eyes and ears were spared the very Avorst , by reason of the vicomte ' s past feeling for his brother ' s charge and better days ; hoAv little was thy heart spared , the daily torment of duns and debts , and insults and coarse jesting and admiration , and quarrels and disputes and ill - gained revenues .
bl08092	scent	of cassia	perfumed	candles							The sun Avas shining out of doors in the beauty of advanced springtide .	But , as I Avalked through the A - estibule of the hotel , ushered by a lackey in sumptuous livery , and passed into a large reception - chamber , I found the daylight carefully excluded , by means of heavy draperies at each AvindoAv , and candles burning in numerous silver sconces , giA - ing out a perfumed scent of cassia .	The room AA ^ as grandly furnished , in the neAV mahogany Avood , Avhich came into vogue Avith the Directory , and which the marquise declared , Avith a shiA - er , always gave her a cold in the head .
bl08092	fragrant|fragrant	log	fragrant|fragrant								A smaller one stood in a corner , holding flagons of wine in every variety , and among them the long - necked flasks , in netted straAv , of Italy .	Near the chimney - piece , which Avas heated Avith a fragrant log , a card - table Avas drawn , the dice boxes standing on it embossed Avith fleurs - de - lis , and probably a legacy from the former friend of the house , Egalite .	A large allegorical painting 236 THE ADVENTURES decorated one end of the apartment , and bore in red letters the famous name of David .
bl08092	odour|liqueurs	of essences	strong|pervading|pervading	in a pervading|pervading atmosphere			me				But neither art nor subdued richness of taste could save the room from its dissipated appearance .	It struck me keenly , entering as I did from the afternoon afternoon sun , and the air of heaA - en , whilst here the odour of an exquisite cuisine and of strong liqueurs hung upon everything , betraying long prolonged festivities , in a pervading atmosphere of essences .	While I was pondering over , and observing my surroundings , Marguerite entered through a halfdraAvn halfdraAvn portiere , folloAAred closely by the vicomte .
bl08092	scent	of her hair					my				I AA - as cheered by excellent food and stimulating stimulating Avines , and felt new courage for an interview , not in itself commendably easy .	Marguerite Marguerite leant an elbow on the table ; the scent of her hair touched my nostrils , and the shimmer 240 THE ADVENTURES of her robes glistened about me .	I braced myself to merit the confidence in her eyes .
bl08092	smelt	conspiracy					the vicomte				It seemed as if I might have gone too far , and revealed secrets I Avas bound in honour and safety to keep sacred .	Versed as he was in politics , the vicomte smelt conspiracy as SAvift as a hound noses blood .	Ha ! he said , taking up the ring , Avhat is Royal Game , I ansAvered to the odorous log in the chimney .
bl08092	odorous|odorous	log	odorous|odorous			in the chimney	I				Versed as he was in politics , the vicomte smelt conspiracy as SAvift as a hound noses blood .	Ha ! he said , taking up the ring , Avhat is Royal Game , I ansAvered to the odorous log in the chimney .	the money is not Polignac ' s ? ' Not if it be a king ' s , & # 34 ; I said , laying my finger on the effigy of a louis - d ' or .
bl08092	stunk|scent										You remember the Sieur Remember him ! ay , by a gash in the chin he gave Well , she ran said Sylvestre , with a smart assistant that Perrin got in his shop , to give it an air of fashion .	He Avore his hair curled a la Titus , like Talma , and stunk of scent a furlong off .	The first time madame Jool saAv him , poor Jool was lost .
bl08092	smelling|smelling	houses	evil - smelling|smelling								293 OF A GOLDSMITH I had not proceeded to such a rencontre Avithout Avithout a provision of arms .	But the dark night , the ill neighbourhood , the evil - smelling houses , and my friend in the bright leggings gave me a sensation sensation of insecurity , too sensible to be much appeased by any means of personal defence .	There Avas , nevertheless , in the man ' s manner a certain deference ; and to my surprise , he mentioned mentioned the name of the lord , of Avhose letter I Avas the carrier , and Avhen he saAv my start of recognition , recognition , bowed exceeding low .
bl08092	odours		thick			in the salon of the rue de Grenelle|the room	I				He was alone , he said , his niece being retired Avith an aguish cold , and he Avould esteem it a favour if I Avould pass a portion of the night Avith him and try our luck at piquet .	An hour after , I sat once more in the salon of the rue de Grenelle ; the room Avas thick with odours , and fresh candles placed round the Avails gave out a perfect light .	But the cards danced like shadoAvs under my eyes , and it was all I could do to make out hearts from diamonds , or clubs from spades .
bl08092	stink		perfumed							which made a cloud upon the senses	An ominous silence ensued , and we heard distinctly distinctly a succession of Ioav sounds , resounding from some part of the house .	Ah ! to breathe outside air again , aAvay from the 318 THE ADVENTURES perfumed stink , which made a cloud upon the senses ! I looked round ; there was no Avindow visible , only curtains and draperies everyAvhere , and an excessive Avarmth that clogged my heart , and might have reposed it , but for the constant hammer in the brain .	your country do you find he asked me suddenly .
bl08092	odorous|odorous	rooms	odorous|odorous								It Avill settle my debts , Avhen this affair is bloAvn , and I am back in Paris .	He will want neither gold nor silver any more , and some decent person , like yourself , Avill give him I helped him as he desired , and to hasten him on the way , went back with him , up the stairs , and through the odorous rooms , out into the still moonlight .	moonlight .
bl08092	scent	of the conspiracy					Real|Fouclte				The arrest of General Moreau , which fell like a bolt from the blue , was uniArersally bruited about in the early morning hours , and every other matter , not suspected of bearing on the principal event , was regarded with indifference .	Real and Fouclte , after so long missing the scent of the conspiracy , were come upon its track , through the repeated meetings of Moreau and Pichegru , although the first had stiffly Avithdrawn from the affair , when Georges Cadoudal offended Moreau ' s pride by putting himself too boldly in the front .	It Avas pretty much as the chevalier had feared .
bl08092	perfumes					of Arabia					One of the black and bloody spots , Avhich foul the chronicles of the world , and sodden the mind Avith an ineffaceable stain , so , to those Avho have heard it , lingers the cry of Mrs .	Siddons , in Lady Macbeth Macbeth — All the perfumes of Arabia will not sweeten this little hand ! I have ventured before to tear a leaf from history .	history .
bl08092	fragrant|fragrant breezes	of the —	fragrant|fragrant				the			has roused many a pang of — Bookman	.	Some passages are perfect prose poems , and make the reader long for the fragrant breezes of the — Publisher ' s Circular c book has roused many a pang of — Bookman .	Here we have quality .
bl08093	whiff	of his pipe	last								Longfellow ' s version is substantially the same .	Catlin Catlin concludes the legend thus : the last whiff of his pipe , his head went into a great cloud , and the whole surface of the rock for several miles was melted and glazed ; two great ovens were opened beneath , and two women entered entered them in a blaze of fire .	They are heard there yet answering to the invocations of high priests or medicine men , who consult them when they are visitors to this sacred In Emerson ' s is given the Winnebago tradition of the origin of man : created the earth and the grass and the trees , the Great Spirit took a piece out of his heart , near which had been taken the earth , and formed the fragmant into a man .
bl08093	odors	of the forest|With the dew and damp of meadows|of wigwams									application .	As Longfellow has poetically phrased it , in his introduction to Song of Should you ask me whence these stories ? Whence these legends and traditions , With the odors of the forest , With the dew and damp of meadows , With the curling smoke of wigwams .	With the rushing of great rivers , With their frequent repetitions , And their wild reverberations As of thunder in the mountains ? I should answer , I should tell you , ' From the forests and the prairies , From the great lakes of the Northland , From the land of the Ojibways , From the land of the Dacotahs , From the mountains , moors and fenlands , Where the heron , the Shuh - shuh - gah , Feeds among the reeds and rushes ; In the birds ' - nests of the sorest , In the lodges of the beaver , In the hoof - prints of the bison , In the eyry of the Indian legends abound concerning the curious rock formation along Lake Superior , at the dalles of the St .
bl08093	smelled	The fruit	pleasantly				Mani				The Great Spirit pointed out one tree whose fruit they must not eat .	One day Mani heard a seductive voice say : Mani , why dost thou not eat of this beautiful fruit ; it will make thy heart The fruit smelled pleasantly and Mani licked it a little .	Then she swallowed it , and felt as if intoxicated .
bl08093	scent	of birds of prey	keen				gamblers|other adventurers	in the early 20 ' s	during		LIFE IN THE DIGGINGS .	With the keen scent of birds of prey , gamblers and other adventurers flocked to the lead diggings of Southwestern Wisconsin during the great mining excitement that occurred in the early 20 ' s .	As was the case later in California , gambling dens and grog shops were constructed in the midst of the cabins of the miners , and the fruit of the prospector ' s thrift often went into the coffers of the card shark .
